生产企业,疫苗名称,供应价,省市,申报企业,原产,年份
华兰生物疫苗有限公司,ACYW135群脑膜炎球菌多糖疫苗,57.8,江西省,华兰生物疫苗有限公司,国产,2016
华兰生物疫苗有限公司,重组乙型肝炎疫苗,13.5,江西省,华兰生物疫苗有限公司,国产,2016
华兰生物疫苗有限公司,重组乙型肝炎疫苗,41.0,江西省,华兰生物疫苗有限公司,国产,2016
华兰生物疫苗有限公司,流行性感冒病毒裂解疫苗,25.0,江西省,华兰生物疫苗有限公司,国产,2016
华兰生物疫苗有限公司,流行性感冒病毒裂解疫苗,38.0,江西省,华兰生物疫苗有限公司,国产,2016
华兰生物疫苗有限公司,流行性感冒病毒裂解疫苗,44.0,江西省,华兰生物疫苗有限公司,国产,2016
吉林迈丰生物药业有限公司,人用狂犬病疫苗,49.0,江西省,吉林迈丰生物药业有限公司,国产,2016
江苏康淮生物科技有限公司,甲型肝炎灭活疫苗,100.0,江西省,江苏康淮生物科技有限公司,国产,2016
江苏康淮生物科技有限公司,甲型肝炎灭活疫苗,90.0,江西省,江苏康淮生物科技有限公司,国产,2016
江苏康淮生物科技有限公司,甲型肝炎灭活疫苗,80.0,江西省,江苏康淮生物科技有限公司,国产,2016
科兴（大连）疫苗技术有限公司,腮腺炎减毒活疫苗,44.0,江西省,科兴(大连)疫苗技术有限公司,国产,2016
科园信海（北京）医疗用品贸易有限公司,13价肺炎球菌多糖疫苗,698.0,江西省,科园信海（北京）医疗用品贸易有限公司,进口,2016
科园信海（北京）医疗用品贸易有限公司,双价人乳头瘤病毒吸附疫苗,580.0,江西省,科园信海（北京）医疗用品贸易有限公司,进口,2016
科园信海（北京）医疗用品贸易有限公司,人用狂犬病疫苗,197.0,江西省,科园信海（北京）医疗用品贸易有限公司,进口,2016
兰州生物制品研究所有限责任公司,口服轮状病毒活疫苗,172.0,江西省,兰州生物制品研究所有限责任公司,国产,2016
辽宁成大生物股份有限公司,乙型脑炎灭活疫苗,69.0,江西省,辽宁成大生物股份有限公司,国产,2016
辽宁成大生物股份有限公司,人用狂犬病疫苗,42.09,江西省,辽宁成大生物股份有限公司,国产,2016
辽宁成大生物股份有限公司,人用狂犬病疫苗,55.0,江西省,辽宁成大生物股份有限公司,国产,2016
辽宁成大生物股份有限公司,人用狂犬病疫苗,55.0,江西省,辽宁成大生物股份有限公司,国产,2016
罗益（无锡）生物制药有限公司,A群C群脑膜炎球菌多糖结合疫苗,115.0,江西省,罗益(无锡)生物制药有限公司,国产,2016
罗益（无锡）生物制药有限公司,双价肾综合征出血热灭活疫苗,44.0,江西省,罗益(无锡)生物制药有限公司,国产,2016
宁波荣安生物药业有限公司,人用狂犬病疫苗,57.0,江西省,宁波荣安生物药业有限公司,国产,2016
宁波荣安生物药业有限公司,人用狂犬病疫苗,44.0,江西省,宁波荣安生物药业有限公司,国产,2016
厦门万泰沧海生物技术有限公司,重组戊型肝炎疫苗,160.0,江西省,厦门万泰沧海生物技术有限公司,国产,2016
上海葛兰素史克生物制品有限公司,重组乙型肝炎疫苗,78.0,江西省,上海葛兰素史克生物制品有限公司,进口分包装,2016
上海葛兰素史克生物制品有限公司,重组乙型肝炎疫苗,88.0,江西省,上海葛兰素史克生物制品有限公司,进口分包装,2016
上海联合赛尔生物工程有限公司,霍乱疫苗,65.0,江西省,上海联合赛尔生物工程有限公司,国产,2016
上海联合赛尔生物工程有限公司,霍乱疫苗,83.0,江西省,上海联合赛尔生物工程有限公司,国产,2016
上海荣盛生物药业有限公司,水痘减毒活疫苗,135.5,江西省,上海荣盛生物药业有限公司,国产,2016
上海荣盛生物药业有限公司,水痘减毒活疫苗,135.5,江西省,上海荣盛生物药业有限公司,国产,2016
上海生物制品研究所有限责任公司,流行性感冒病毒裂解疫苗,27.2,江西省,上海生物制品研究所有限责任公司,国产,2016
上海生物制品研究所有限责任公司,水痘减毒活疫苗,136.0,江西省,上海生物制品研究所有限责任公司,国产,2016
上海生物制品研究所有限责任公司,麻疹腮腺炎联合减毒活疫苗,58.0,江西省,上海生物制品研究所有限责任公司,国产,2016
上海生物制品研究所有限责任公司,流行性感冒病毒裂解疫苗,47.0,江西省,上海生物制品研究所有限责任公司,国产,2016
深圳康泰生物制品股份有限公司,重组乙型肝炎疫苗,42.0,江西省,深圳康泰生物制品股份有限公司,国产,2016
深圳康泰生物制品股份有限公司,重组乙型肝炎疫苗,65.0,江西省,深圳康泰生物制品股份有限公司,国产,2016
深圳康泰生物制品股份有限公司,重组乙型肝炎疫苗,23.0,江西省,深圳康泰生物制品股份有限公司,国产,2016
深圳康泰生物制品股份有限公司,重组乙型肝炎疫苗,220.0,江西省,深圳康泰生物制品股份有限公司,国产,2016
SANOFI.PASTEUR.S.A,流行性感冒病毒裂解疫苗,29.0,江西省,深圳赛诺菲巴斯德生物制品有限公司,国产,2016
SANOFI.PASTEUR.S.A,流行性感冒病毒裂解疫苗,45.0,江西省,深圳赛诺菲巴斯德生物制品有限公司,国产,2016
SANOFI.PASTEUR.S.A,b型流感嗜血杆菌结合疫苗,100.8,江西省,深圳赛诺菲巴斯德生物制品有限公司,进口分包装,2016
SANOFI.PASTEUR.S.A,吸附无细胞百白破灭活脊髓灰质炎和b型流感嗜血杆菌（结合）联合疫苗,599.0,江西省,深圳赛诺菲巴斯德生物制品有限公司,进口分包装,2016
武汉生物制品研究所有限责任公司,肠道病毒71型灭活疫苗,168.0,江西省,武汉生物制品研究所有限责任公司,国产,2016
武汉生物制品研究所有限责任公司,伤寒vi多糖疫苗,60.0,江西省,武汉生物制品研究所有限责任公司,国产,2016
玉溪沃森生物技术有限公司,23价肺炎球菌多糖疫苗,200.0,江西省,玉溪沃森生物技术有限公司,国产,2016
玉溪沃森生物技术有限公司,b型流感嗜血杆菌结合疫苗,81.0,江西省,玉溪沃森生物技术有限公司,国产,2016
玉溪沃森生物技术有限公司,b型流感嗜血杆菌结合疫苗,98.0,江西省,玉溪沃森生物技术有限公司,国产,2016
玉溪沃森生物技术有限公司,ACYW135群脑膜炎球菌多糖疫苗,64.0,江西省,玉溪沃森生物技术有限公司,国产,2016
玉溪沃森生物技术有限公司,A群C群脑膜炎球菌多糖结合疫苗,83.0,江西省,玉溪沃森生物技术有限公司,国产,2016
长春百克生物科技股份公司,水痘减毒活疫苗,149.8,江西省,长春百克生物科技股份公司,国产,2016
长春百克生物科技股份公司,水痘减毒活疫苗,136.0,江西省,长春百克生物科技股份公司,国产,2016
长春百克生物科技股份公司,水痘减毒活疫苗,136.0,江西省,长春百克生物科技股份公司,国产,2016
长春祈健生物制品有限公司,水痘减毒活疫苗,136.0,江西省,长春祈健生物制品有限公司,国产,2016
长春长生生物科技有限责任公司,冻干甲型肝炎减毒活疫苗,60.0,江西省,长春生物制品研究所有限责任公司,国产,2016
长春长生生物科技有限责任公司,流行性感冒病毒裂解疫苗,30.8,江西省,长春生物制品研究所有限责任公司,国产,2016
长春长生生物科技有限责任公司,流行性感冒病毒裂解疫苗,45.0,江西省,长春生物制品研究所有限责任公司,国产,2016
长春长生生物科技有限责任公司,流行性感冒病毒裂解疫苗,27.0,江西省,长春生物制品研究所有限责任公司,国产,2016
长春长生生物科技有限责任公司,森林脑炎灭活疫苗,168.0,江西省,长春生物制品研究所有限责任公司,国产,2016
长春卫尔赛生物药业有限公司,人用狂犬病疫苗,58.0,江西省,长春卫尔赛生物药业有限公司,国产,2016
长春长生生物科技有限责任公司,人用狂犬病疫苗,53.0,江西省,长春长生生物科技有限责任公司,国产,2016
长春长生生物科技有限责任公司,流行性感冒病毒裂解疫苗,27.0,江西省,长春长生生物科技有限责任公司,国产,2016
长春长生生物科技有限责任公司,流行性感冒病毒裂解疫苗,47.0,江西省,长春长生生物科技有限责任公司,国产,2016
长春长生生物科技有限责任公司,流行性感冒病毒裂解疫苗,45.0,江西省,长春长生生物科技有限责任公司,国产,2016
长春长生生物科技有限责任公司,ACYW135群脑膜炎球菌多糖疫苗,55.0,江西省,长春长生生物科技有限责任公司,国产,2016
长春长生生物科技有限责任公司,水痘减毒活疫苗,131.0,江西省,长春长生生物科技有限责任公司,国产,2016
长春长生生物科技有限责任公司,水痘减毒活疫苗,146.0,江西省,长春长生生物科技有限责任公司,国产,2016
长春长生生物科技有限责任公司,水痘减毒活疫苗,131.0,江西省,长春长生生物科技有限责任公司,国产,2016
长春长生生物科技有限责任公司,冻干甲型肝炎减毒活疫苗,55.0,江西省,长春长生生物科技有限责任公司,国产,2016
浙江卫信生物药业有限公司,腮腺炎减毒活疫苗,39.0,江西省,浙江卫信生物药业有限公司,国产,2016
中国医学科学院医学生物学研究所,肠道病毒71型灭活疫苗,188.0,江西省,中国医学科学院医学生物学研究所,国产,2016
中国医学科学院医学生物学研究所,肠道病毒71型灭活疫苗,168.0,江西省,中国医学科学院医学生物学研究所,国产,2016
中国医学科学院医学生物学研究所,冻干甲型肝炎减毒活疫苗,60.0,江西省,中国医学科学院医学生物学研究所,国产,2016
中科生物制药股份有限公司,人用狂犬病疫苗,43.6,江西省,中科生物制药股份有限公司,国产,2016
中逸安科生物技术股份有限公司,流感病毒亚单位疫苗,168.0,江西省,中逸安科生物技术股份有限公司,国产,2016
重庆智飞生物制品股份有限公司,甲型肝炎灭活疫苗,199.0,江西省,重庆智飞生物制品股份有限公司,进口,2016
重庆智飞生物制品股份有限公司,23价肺炎球菌多糖疫苗,200.0,江西省,重庆智飞生物制品股份有限公司,进口,2016
重庆智飞生物制品股份有限公司,四价人乳头瘤病毒疫苗,798.0,江西省,重庆智飞生物制品股份有限公司,进口,2016
博雅生物制药集团股份有限公司,重组乙型肝炎疫苗,369.0,江西省,博雅生物制药集团股份有限公司,国产,2016
博雅生物制药集团股份有限公司,人用狂犬病疫苗,205.0,江西省,博雅生物制药集团股份有限公司,国产,2016
成都蓉生药业有限责任公司,重组乙型肝炎疫苗,230.0,江西省,成都蓉生药业有限责任公司,国产,2016
成都蓉生药业有限责任公司,吸附破伤风疫苗,325.0,江西省,成都蓉生药业有限责任公司,国产,2016
广东丹霞生物制药有限公司,重组乙型肝炎疫苗,185.0,江西省,广东丹霞生物制药有限公司,国产,2016
广东丹霞生物制药有限公司,重组乙型肝炎疫苗,369.0,江西省,广东丹霞生物制药有限公司,国产,2016
广东双林生物制药有限公司,人用狂犬病疫苗,175.0,江西省,广东双林生物制药有限公司,国产,2016
广东双林生物制药有限公司,吸附破伤风疫苗,315.0,江西省,广东双林生物制药有限公司,国产,2016
贵州泰邦生物制品有限公司,吸附破伤风疫苗,320.0,江西省,贵州泰邦生物制品有限公司,国产,2016
贵州泰邦生物制品有限公司,人用狂犬病疫苗,180.0,江西省,贵州泰邦生物制品有限公司,国产,2016
国药集团武汉血液制品有限公司,吸附破伤风疫苗,325.0,江西省,国药集团武汉血液制品有限公司,国产,2016
国药集团武汉血液制品有限公司,人用狂犬病疫苗,180.0,江西省,国药集团武汉血液制品有限公司,国产,2016
华兰生物工程股份有限公司,吸附破伤风疫苗,300.0,江西省,华兰生物工程股份有限公司,国产,2016
华兰生物工程股份有限公司,重组乙型肝炎疫苗,158.0,江西省,华兰生物工程股份有限公司,国产,2016
华兰生物工程股份有限公司,重组乙型肝炎疫苗,288.0,江西省,华兰生物工程股份有限公司,国产,2016
华兰生物工程股份有限公司,人用狂犬病疫苗,175.0,江西省,华兰生物工程股份有限公司,国产,2016
华兰生物工程重庆有限公司,吸附破伤风疫苗,298.0,江西省,华兰生物工程重庆有限公司,国产,2016
南岳生物制药有限公司,人用狂犬病疫苗,180.0,江西省,南岳生物制药有限公司,国产,2016
南岳生物制药有限公司,重组乙型肝炎疫苗,260.0,江西省,南岳生物制药有限公司,国产,2016
南岳生物制药有限公司,重组乙型肝炎疫苗,135.0,江西省,南岳生物制药有限公司,国产,2016
南岳生物制药有限公司,吸附破伤风疫苗,345.0,江西省,南岳生物制药有限公司,国产,2016
山东泰邦生物制品有限公司,人用狂犬病疫苗,165.0,江西省,山东泰邦生物制品有限公司,国产,2016
山东泰邦生物制品有限公司,吸附破伤风疫苗,271.6,江西省,山东泰邦生物制品有限公司,国产,2016
山东泰邦生物制品有限公司,重组乙型肝炎疫苗,211.46,江西省,山东泰邦生物制品有限公司,国产,2016
山东泰邦生物制品有限公司,重组乙型肝炎疫苗,130.0,江西省,山东泰邦生物制品有限公司,国产,2016
深圳市卫光生物制品股份有限公司,重组乙型肝炎疫苗,220.0,江西省,深圳市卫光生物制品股份有限公司,国产,2016
深圳市卫光生物制品股份有限公司,重组乙型肝炎疫苗,115.0,江西省,深圳市卫光生物制品股份有限公司,国产,2016
